UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
7761,,,300.4,311.7,7.321188556739478,33.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0
1354,,,298.6,310.1,7.275864600546533,48.1,39.0,0.0,0.0,0.0,0.0,0.0,0.0
3982,,,302.2,311.3,7.566311014772463,21.9,101.0,0.0,0.0,0.0,0.0,0.0,0.0
3239,,,300.9,309.4,7.45298232946546,25.6,119.0,0.0,0.0,0.0,0.0,0.0,0.0
9829,,,298.4,309.4,7.234177179749849,50.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0
9028,,,297.4,308.3,7.275864600546533,44.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
3452,,,301.6,310.1,7.283448228756631,43.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9778,,,298.6,309.6,7.23561914106675,57.6,50.0,0.0,0.0,0.0,0.0,0.0,0.0
8375,,,298.8,309.7,7.111512116496157,63.4,37.0,0.0,0.0,0.0,0.0,0.0,0.0
8259,,,299.1,310.6,7.3796321526095525,39.7,144.0,0.0,0.0,0.0,0.0,0.0,0.0
1556,,,298.4,308.6,7.307872780763706,42.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0
2721,,,299.6,310.1,7.352441100243583,39.1,110.0,0.0,0.0,0.0,0.0,0.0,0.0
7102,,,300.8,310.1,7.523481312573497,22.8,33.0,0.0,0.0,0.0,0.0,0.0,0.0
4942,,,303.6,312.7,7.438383530044307,31.5,105.0,0.0,0.0,0.0,0.0,0.0,0.0
6618,,,301.6,310.6,7.186901020411631,60.8,73.0,0.0,0.0,0.0,0.0,0.0,0.0
604,,,297.9,309.8,7.198183577101943,71.6,31.0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.0
1505,,,298.0,308.7,7.317876198626496,47.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0
1357,,,298.6,309.9,7.374001859350161,37.4,47.0,0.0,0.0,0.0,0.0,0.0,0.0
5341,,,303.5,310.1,7.2399325913204695,49.3,82.0,0.0,0.0,0.0,0.0,0.0,0.0
3449,,,301.6,310.6,7.2991214627108,36.6,218.0,0.0,0.0,0.0,0.0,0.0,0.0
7893,,,300.9,310.1,7.349873704738337,40.6,109.0,0.0,0.0,0.0,0.0,0.0,0.0
4676,,,303.5,311.5,7.396335293800808,33.5,73.0,0.0,0.0,0.0,0.0,0.0,0.0
120,,,298.7,308.5,7.291656209174461,40.7,106.0,0.0,0.0,0.0,0.0,0.0,0.0
999,,,296.4,307.2,7.6362696033793735,19.4,183.0,0.0,0.0,0.0,0.0,0.0,0.0
4804,,,303.6,312.5,7.444833273892193,31.4,180.0,0.0,0.0,0.0,0.0,0.0,0.0
4760,,,303.5,311.6,7.216709486709457,46.5,62.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0
8656,,,297.3,308.3,7.1459844677143876,60.6,119.0,0.0,0.0,0.0,0.0,0.0,0.0
3465,,,301.7,310.6,7.1731917424865985,59.7,42.0,0.0,0.0,0.0,0.0,0.0,0.0
7342,,,299.7,310.3,7.317212408359839,37.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0
7541,,,300.2,311.3,7.370230641807081,31.2,73.0,0.0,0.0,0.0,0.0,0.0,0.0
4544,,,302.6,310.5,7.341483852363161,39.9,184.0,0.0,0.0,0.0,0.0,0.0,0.0
1335,,,299.0,310.4,7.2196420401307355,49.1,226.0,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.0
6796,,,301.4,310.1,7.298445101508147,50.4,90.0,0.0,0.0,0.0,0.0,0.0,0.0
4437,,,302.4,310.1,7.363913501405819,35.8,136.0,0.0,0.0,0.0,0.0,0.0,0.0
9401,,,297.7,308.2,7.277247726631484,43.9,172.0,0.0,0.0,0.0,0.0,0.0,0.0
250,,,298.0,308.3,7.2485040723706105,56.2,218.0,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.0
7553,,,300.3,311.3,7.330405211844402,40.7,105.0,0.0,0.0,0.0,0.0,0.0,0.0
7628,,,300.5,311.7,7.27655640271871,44.8,83.0,0.0,0.0,0.0,0.0,0.0,0.0
1776,,,298.5,308.0,7.247792581767846,48.1,32.0,0.0,0.0,0.0,0.0,0.0,0.0
8286,,,298.9,310.6,7.23561914106675,52.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0
7389,,,299.8,310.6,7.43543801981455,31.3,121.0,0.0,0.0,0.0,0.0,0.0,0.0
6188,,,301.0,311.0,7.271008538280992,56.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0
4432,,,302.3,310.2,7.275172319452771,54.6,120.0,0.0,0.0,0.0,0.0,0.0,0.0
9217,,,297.7,308.8,7.293017679772782,43.7,96.0,0.0,0.0,0.0,0.0,0.0,0.0
1390,,,298.9,310.2,7.335633981927201,42.8,138.0,0.0,0.0,0.0,0.0,0.0,0.0
7434,,,300.1,311.4,7.5569505720129,21.9,15.0,0.0,0.0,0.0,0.0,0.0,0.0
2096,,,299.4,310.1,7.330405211844402,41.5,30.0,0.0,0.0,0.0,0.0,0.0,0.0
9527,,,299.2,310.4,7.241366283322318,55.4,76.0,0.0,0.0,0.0,0.0,0.0,0.0
8429,,,299.0,310.3,7.510977752014095,28.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0
5038,,,304.1,310.1,7.369600720526409,41.1,129.0,0.0,0.0,0.0,0.0,0.0,0.0
7688,,,300.7,311.7,7.6487397889562425,18.9,232.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0
7784,,,300.3,311.5,7.419380582918692,28.8,56.0,0.0,0.0,0.0,0.0,0.0,0.0
9606,,,298.9,310.1,7.3031700512368,37.9,73.0,0.0,0.0,0.0,0.0,0.0,0.0
9489,,,298.9,309.6,7.357556200910353,34.5,204.0,0.0,0.0,0.0,0.0,0.0,0.0
1440,,,298.8,309.8,7.336285660021297,37.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0
6366,,,299.9,309.5,7.253470382684528,57.9,59.0,0.0,0.0,0.0,0.0,0.0,0.0
8767,,,297.5,308.8,7.215975002651466,50.7,190.0,0.0,0.0,0.0,0.0,0.0,0.0
3565,,,301.7,310.6,7.30854279753919,42.2,85.0,0.0,0.0,0.0,0.0,0.0,0.0
4936,,,303.4,312.3,7.299797366758161,42.8,92.0,0.0,0.0,0.0,0.0,0.0,0.0
3511,,,301.7,311.0,7.29641326877392,42.6,164.0,0.0,0.0,0.0,0.0,0.0,0.0
1949,,,298.1,308.1,7.252053951852814,45.8,71.0,0.0,0.0,0.0,0.0,0.0,0.0
5774,,,301.6,311.2,7.241366283322318,46.8,95.0,0.0,0.0,0.0,0.0,0.0,0.0
7997,,,301.0,312.2,7.313220387090301,41.5,140.0,0.0,0.0,0.0,0.0,0.0,0.0
1115,,,296.4,307.3,7.340186835320115,37.4,75.0,0.0,0.0,0.0,0.0,0.0,0.0
6968,,,300.8,311.2,7.2196420401307355,51.7,111.0,0.0,0.0,0.0,0.0,0.0,0.0
1326,,,298.8,310.1,7.357556200910353,36.8,197.0,0.0,0.0,0.0,0.0,0.0,0.0
7850,,,300.3,311.7,7.226209010100671,47.9,222.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0
3018,,,300.5,309.8,7.174724309836376,51.7,202.0,0.0,0.0,0.0,0.0,0.0,0.0
3141,,,300.4,309.9,7.849323818040561,12.8,81.0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.0
2835,,,300.3,309.1,7.221835825288449,46.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0
4234,,,302.2,310.9,7.172424577124845,53.4,58.0,0.0,0.0,0.0,0.0,0.0,0.0
1762,,,298.1,307.6,7.576097340623111,20.3,202.0,0.0,0.0,0.0,0.0,0.0,0.0
1688,,,297.9,307.3,7.315218389752975,36.7,12.0,0.0,0.0,0.0,0.0,0.0,0.0
4037,,,302.0,310.8,7.27655640271871,49.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0
5170,,,304.1,313.3,7.293697720601438,39.9,70.0,0.0,0.0,0.0,0.0,0.0,0.0
1350,,,298.7,310.2,7.246368080102461,45.9,30.0,0.0,0.0,0.0,0.0,0.0,0.0
3078,,,300.1,309.3,7.518607216815252,23.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0
4459,,,302.6,310.4,7.2991214627108,47.7,189.0,0.0,0.0,0.0,0.0,0.0,0.0
8369,,,298.9,309.8,7.336285660021297,42.1,23.0,0.0,0.0,0.0,0.0,0.0,0.0
2496,,,299.1,308.8,7.307872780763706,41.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0
1422,,,298.7,309.8,7.371489295214277,31.8,217.0,0.0,0.0,0.0,0.0,0.0,0.0
3627,,,302.2,311.5,7.215975002651466,53.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
2573,,,299.4,309.1,7.210079628170788,44.7,172.0,0.0,0.0,0.0,0.0,0.0,0.0
3873,,,302.7,311.9,7.237059026124737,46.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0
1952,,,298.0,307.8,7.517520850603031,22.7,79.0,0.0,0.0,0.0,0.0,0.0,0.0
4076,,,302.0,310.6,7.367708572374371,38.9,94.0,0.0,0.0,0.0,0.0,0.0,0.0
8032,,,300.7,310.1,7.346655163176539,32.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0
7727,,,300.8,311.9,7.474204806496124,29.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0
4098,,,301.9,310.4,7.325807502595773,34.1,155.0,0.0,0.0,0.0,0.0,0.0,0.0
2750,,,299.7,309.2,7.430114138561801,28.9,179.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0
572,,,297.8,309.8,7.424761761823209,29.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0
2311,,,299.0,308.4,7.336936913707618,47.5,163.0,0.0,0.0,0.0,0.0,0.0,0.0
7887,,,300.6,312.2,7.684783943522785,18.5,95.0,0.0,0.0,0.0,0.0,0.0,0.0
7798,,,300.0,311.4,7.29776828253138,39.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0
4565,,,302.8,310.1,7.324489979348532,39.5,23.0,0.0,0.0,0.0,0.0,0.0,0.0
6917,,,300.9,311.3,7.38025578842646,31.8,190.0,0.0,0.0,0.0,0.0,0.0,0.0
3640,,,302.4,311.6,7.392031567514591,35.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
5990,,,300.7,310.7,7.318539548567902,46.1,209.0,0.0,0.0,0.0,0.0,0.0,0.0
1519,,,298.2,309.0,7.22402480828583,55.7,23.0,0.0,0.0,0.0,0.0,0.0,0.0
9937,,,298.3,308.2,7.336285660021297,33.2,75.0,0.0,0.0,0.0,0.0,0.0,0.0
9013,,,297.2,308.0,7.441906728051625,26.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0
6495,,,300.6,309.7,7.388946097618437,33.2,185.0,0.0,0.0,0.0,0.0,0.0,0.0
8610,,,297.4,308.3,7.297091005160418,40.5,222.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0
6030,,,300.7,310.8,7.2813856635702825,47.9,77.0,0.0,0.0,0.0,0.0,0.0,0.0
8187,,,299.7,311.0,7.510977752014095,25.4,194.0,0.0,0.0,0.0,0.0,0.0,0.0
4430,,,302.3,310.1,7.4570320891223805,33.4,112.0,0.0,0.0,0.0,0.0,0.0,0.0
2619,,,299.4,309.1,7.2875606403097235,48.6,70.0,0.0,0.0,0.0,0.0,0.0,0.0
8165,,,299.6,310.9,7.29505641646263,40.9,137.0,0.0,0.0,0.0,0.0,0.0,0.0
496,,,297.5,309.3,7.286191714702382,49.7,201.0,0.0,0.0,0.0,0.0,0.0,0.0
820,,,296.8,307.6,7.243512974665482,46.7,144.0,0.0,0.0,0.0,0.0,0.0,0.0
3530,,,301.9,310.9,7.357556200910353,39.0,214.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0
592,,,297.5,309.3,7.330405211844402,41.7,235.0,0.0,0.0,0.0,0.0,0.0,0.0
3457,,,301.4,310.4,7.384610383176974,38.6,16.0,0.0,0.0,0.0,0.0,0.0,0.0
7435,,,300.0,311.4,7.319202458767849,38.2,18.0,0.0,0.0,0.0,0.0,0.0,0.0
7161,,,300.2,310.1,7.303843225277705,40.5,188.0,0.0,0.0,0.0,0.0,0.0,0.0
9221,,,297.8,308.9,7.1569563646156364,58.1,108.0,0.0,0.0,0.0,0.0,0.0,0.0
3408,,,301.2,310.4,7.231287004327616,49.8,115.0,0.0,0.0,0.0,0.0,0.0,0.0
6682,,,301.4,310.7,7.262628600974241,45.1,7.0,0.0,0.0,0.0,0.0,0.0,0.0
3157,,,300.4,309.7,7.291656209174461,36.9,131.0,0.0,0.0,0.0,0.0,0.0,0.0
6914,,,300.8,311.2,7.301147805856032,38.5,181.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453
7792,,,300.1,311.4,7.257707677160043,47.7,73.0,0.0,0.0,0.0,0.0,0.0,0.0
1045,,,296.5,307.6,7.321849713788356,43.6,92.0,0.0,0.0,0.0,0.0,0.0,0.0
8705,,,297.1,308.5,7.262628600974241,40.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
3692,,,302.1,311.2,7.2868764117507,46.9,198.0,0.0,0.0,0.0,0.0,0.0,0.0
1446,,,299.0,310.1,7.389563953677635,29.2,62.0,0.0,0.0,0.0,0.0,0.0,0.0
7011,,,300.5,310.1,7.293017679772782,42.9,14.0,0.0,0.0,0.0,0.0,0.0,0.0
7213,,,299.8,309.7,7.441906728051625,28.5,103.0,0.0,0.0,0.0,0.0,0.0,0.0
7455,,,300.2,311.6,7.277247726631484,47.3,66.0,0.0,0.0,0.0,0.0,0.0,0.0
8566,,,298.0,308.8,7.306531398939505,36.5,109.0,0.0,0.0,0.0,0.0,0.0,0.0
4317,,,301.5,310.1,7.402451520818244,33.4,47.0,0.0,0.0,0.0,0.0,0.0,0.0
3196,,,300.0,309.2,7.400009517162692,32.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0
6209,,,300.7,310.6,7.257707677160043,46.3,84.0,0.0,0.0,0.0,0.0,0.0,0.0
205,,,298.4,308.5,7.462789157412448,32.8,112.0,0.0,0.0,0.0,0.0,0.0,0.0
4872,,,303.7,312.4,7.322510433997394,40.1,135.0,0.0,0.0,0.0,0.0,0.0,0.0
8830,,,297.3,308.8,7.293017679772782,44.1,150.0,0.0,0.0,0.0,0.0,0.0,0.0
8101,,,300.3,310.1,7.428333194190806,27.8,178.0,0.0,0.0,0.0,0.0,0.0,0.0
8768,,,297.5,308.6,7.2305631534092925,53.5,192.0,0.0,0.0,0.0,0.0,0.0,0.0
365,,,297.6,308.4,7.249925536717988,55.2,86.0,0.0,0.0,0.0,0.0,0.0,0.0
5095,,,304.1,313.5,7.293697720601438,45.8,85.0,0.0,0.0,0.0,0.0,0.0,0.0
5578,,,302.4,312.1,7.283448228756631,40.4,28.0,0.0,0.0,0.0,0.0,0.0,0.0
7195,,,300.1,310.1,7.2305631534092925,52.6,59.0,0.0,0.0,0.0,0.0,0.0,0.0
7259,,,300.3,310.4,7.463363045520021,25.9,7.0,0.0,0.0,0.0,0.0,0.0,0.0
3812,,,302.1,310.7,7.3833681469923835,30.3,81.0,0.0,0.0,0.0,0.0,0.0,0.0
6379,,,300.0,309.6,7.323170717943469,44.6,98.0,0.0,0.0,0.0,0.0,0.0,0.0
6163,,,301.0,310.8,7.351799869057777,34.9,196.0,0.0,0.0,0.0,0.0,0.0,0.0
8937,,,297.4,308.3,7.290292882446597,42.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
9975,,,298.6,308.2,7.216709486709457,68.2,172.0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0
396,,,297.4,308.3,7.360103972989152,37.7,162.0,0.0,0.0,0.0,0.0,0.0,0.0
9457,,,298.5,310.1,7.396948602621014,33.3,116.0,0.0,0.0,0.0,0.0,0.0,0.0
2594,,,298.9,308.5,7.255591274253665,54.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
3014,,,300.5,309.6,7.237778191923443,48.4,194.0,0.0,0.0,0.0,0.0,0.0,0.0
7421,,,300.1,311.3,7.344719054149673,40.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0
1024,,,296.2,307.3,7.540090320145325,24.3,40.0,0.0,0.0,0.0,0.0,0.0,0.0
6060,,,300.9,310.1,7.71244383427499,15.8,156.0,0.0,0.0,0.0,0.0,0.0,0.0
6286,,,301.2,310.7,7.2633296174768365,46.1,67.0,0.0,0.0,0.0,0.0,0.0,0.0
1064,,,296.8,307.8,7.417580402414544,32.8,142.0,0.0,0.0,0.0,0.0,0.0,0.0
6960,,,300.6,310.1,7.342131730584722,34.7,89.0,0.0,0.0,0.0,0.0,0.0,0.0
7221,,,299.8,309.7,7.265429723253953,42.6,127.0,0.0,0.0,0.0,0.0,0.0,0.0
8512,,,298.4,309.7,7.284820912568604,44.2,175.0,0.0,0.0,0.0,0.0,0.0,0.0
502,,,297.6,309.3,7.289610521451167,46.2,218.0,0.0,0.0,0.0,0.0,0.0,0.0
4555,,,302.6,310.5,7.466799475018602,28.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
629,,,298.4,310.1,7.197435354096591,57.8,96.0,0.0,0.0,0.0,0.0,0.0,0.0
7092,,,300.6,310.2,7.1846291527173145,51.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
680,,,297.8,309.2,7.224753405767971,47.3,15.0,0.0,0.0,0.0,0.0,0.0,0.0
6076,,,301.0,310.9,7.503289630675082,28.5,197.0,0.0,0.0,0.0,0.0,0.0,0.0
6553,,,301.4,310.7,7.488293515159428,26.1,123.0,0.0,0.0,0.0,0.0,0.0,0.0
9567,,,299.8,311.1,7.38025578842646,35.1,179.0,0.0,0.0,0.0,0.0,0.0,0.0
5998,,,300.5,310.2,7.360103972989152,34.6,228.0,0.0,0.0,0.0,0.0,0.0,0.0
5157,,,304.2,313.4,7.301822342137932,41.4,32.0,0.0,0.0,0.0,0.0,0.0,0.0
9372,,,297.7,308.4,7.162397497355718,51.3,82.0,0.0,0.0,0.0,0.0,0.0,0.0
8695,,,297.2,310.1,7.4770384723196965,25.8,7.0,0.0,0.0,0.0,0.0,0.0,0.0
3572,,,301.7,310.6,7.433666540166168,27.7,105.0,0.0,0.0,0.0,0.0,0.0,0.0
6569,,,301.3,310.6,7.3277805384216315,36.3,166.0,0.0,0.0,0.0,0.0,0.0,0.0
5356,,,303.3,312.5,7.192182058713246,49.8,120.0,0.0,0.0,0.0,0.0,0.0,0.0
4026,,,302.1,311.0,7.455876687491824,26.1,210.0,0.0,0.0,0.0,0.0,0.0,0.0
2121,,,299.2,308.8,7.554334823725748,21.3,104.0,0.0,0.0,0.0,0.0,0.0,0.0
6364,,,300.0,309.6,7.389563953677635,36.2,53.0,0.0,0.0,0.0,0.0,0.0,0.0
7253,,,300.2,310.4,7.31455283232408,42.9,212.0,0.0,0.0,0.0,0.0,0.0,0.0
7291,,,300.3,310.6,7.499423290592229,24.4,88.0,0.0,0.0,0.0,0.0,0.0,0.0
3254,,,301.1,309.6,7.315218389752975,48.9,160.0,0.0,0.0,0.0,0.0,0.0,0.0
2319,,,299.2,308.8,7.2485040723706105,51.4,183.0,0.0,0.0,0.0,0.0,0.0,0.0
5537,,,302.3,311.8,7.218176838403408,54.0,119.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0
3212,,,300.3,309.2,7.288244401020124,51.4,48.0,0.0,0.0,0.0,0.0,0.0,0.0
858,,,296.1,307.1,7.208600337960199,53.3,22.0,0.0,0.0,0.0,0.0,0.0,0.0
8611,,,297.4,308.3,7.3537223303996315,38.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4235,,,302.2,310.9,7.328437352895162,35.9,61.0,0.0,0.0,0.0,0.0,0.0,0.0
8220,,,299.0,310.4,7.316548177182976,34.3,48.0,0.0,0.0,0.0,0.0,0.0,0.0
6854,,,300.9,310.1,7.257002707092073,40.7,24.0,0.0,0.0,0.0,0.0,0.0,0.0
2188,,,299.8,309.4,7.272398392570047,47.4,57.0,0.0,0.0,0.0,0.0,0.0,0.0
9817,,,298.5,309.2,7.451241684987676,29.4,170.0,0.0,0.0,0.0,0.0,0.0,0.0
5678,,,302.3,311.8,7.156176637480615,51.7,61.0,0.0,0.0,0.0,0.0,0.0,0.0
8794,,,297.4,308.5,7.48605261786314,25.9,54.0,0.0,0.0,0.0,0.0,0.0,0.0
2197,,,299.7,308.9,7.347299700743164,35.4,82.0,0.0,0.0,0.0,0.0,0.0,0.0
1099,,,296.9,307.4,7.3277805384216315,37.9,27.0,0.0,0.0,0.0,0.0,0.0,0.0
1550,,,298.4,308.9,7.442492722794441,29.5,107.0,0.0,0.0,0.0,0.0,0.0,0.0
4709,,,303.4,311.7,7.492203042618741,25.8,161.0,0.0,0.0,0.0,0.0,0.0,0.0
5564,,,302.3,311.7,7.403061091090091,31.5,199.0,0.0,0.0,0.0,0.0,0.0,0.0
4945,,,303.6,312.7,7.476472381163905,27.5,115.0,0.0,0.0,0.0,0.0,0.0,0.0
6215,,,300.9,310.7,7.239214973779806,44.2,97.0,0.0,0.0,0.0,0.0,0.0,0.0
259,,,298.1,308.2,7.301822342137932,37.9,17.0,0.0,0.0,0.0,0.0,0.0,0.0
8504,,,298.5,309.8,7.292337176173877,40.9,157.0,0.0,0.0,0.0,0.0,0.0,0.0
6281,,,301.2,310.7,7.331714969726466,41.1,53.0,0.0,0.0,0.0,0.0,0.0,0.0
853,,,296.3,307.3,7.221835825288449,49.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0
2665,,,299.9,309.4,7.305188215393037,42.2,198.0,0.0,0.0,0.0,0.0,0.0,0.0
2406,,,299.1,308.7,7.312553498102598,38.9,181.0,0.0,0.0,0.0,0.0,0.0,0.0
3095,,,300.0,309.3,7.587310506022615,22.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0
8130,,,300.0,311.3,7.327123292259293,39.2,43.0,0.0,0.0,0.0,0.0,0.0,0.0
5256,,,303.5,313.0,7.247080584585756,51.9,77.0,0.0,0.0,0.0,0.0,0.0,0.0
8096,,,300.2,311.7,7.309212365692763,48.3,167.0,0.0,0.0,0.0,0.0,0.0,0.0
4367,,,302.0,309.9,7.236339342754344,51.4,183.0,0.0,0.0,0.0,0.0,0.0,0.0
4903,,,303.6,312.3,7.388327859577107,29.3,226.0,0.0,0.0,0.0,0.0,0.0,0.0
1166,,,297.1,308.1,7.305188215393037,34.6,208.0,0.0,0.0,0.0,0.0,0.0,0.0
4434,,,302.4,310.2,7.269616749608169,44.9,127.0,0.0,0.0,0.0,0.0,0.0,0.0
8756,,,297.4,308.7,7.367077059881012,31.9,161.0,0.0,0.0,0.0,0.0,0.0,0.0
7502,,,300.2,311.7,7.403061091090091,30.8,191.0,0.0,0.0,0.0,0.0,0.0,0.0
6490,,,300.7,309.8,7.307202314764738,38.8,173.0,0.0,0.0,0.0,0.0,0.0,0.0
4992,,,303.9,313.0,7.297091005160418,41.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
2418,,,298.9,308.3,7.3632795869630385,36.6,7.0,0.0,0.0,0.0,0.0,0.0,0.0
2172,,,299.5,310.1,7.315218389752975,44.6,13.0,0.0,0.0,0.0,0.0,0.0,0.0
9390,,,297.6,308.0,7.138073034044347,57.4,139.0,0.0,0.0,0.0,0.0,0.0,0.0
7525,,,300.2,311.5,7.402451520818244,31.1,31.0,0.0,0.0,0.0,0.0,0.0,0.0
9884,,,298.7,309.6,7.411556287811163,34.3,136.0,0.0,0.0,0.0,0.0,0.0,0.0
8629,,,297.5,308.4,7.466227556215481,31.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0
9452,,,298.0,308.7,7.337587743538596,39.6,99.0,0.0,0.0,0.0,0.0,0.0,0.0
2689,,,299.9,309.4,7.187657164114956,53.9,33.0,0.0,0.0,0.0,0.0,0.0,0.0
4136,,,301.7,310.3,7.488852955733459,26.7,33.0,0.0,0.0,0.0,0.0,0.0,0.0
3180,,,300.1,309.3,7.359467638255621,36.8,189.0,0.0,0.0,0.0,0.0,0.0,0.0
9873,,,298.9,309.9,7.2254814727822945,52.1,108.0,0.0,0.0,0.0,0.0,0.0,0.0
8581,,,297.5,310.1,7.397561535524052,30.6,146.0,0.0,0.0,0.0,0.0,0.0,0.0
3423,,,301.5,310.4,7.396335293800808,34.1,151.0,0.0,0.0,0.0,0.0,0.0,0.0
5219,,,303.8,312.9,7.371489295214277,37.2,203.0,0.0,0.0,0.0,0.0,0.0,0.0
436,,,297.4,308.3,7.309212365692763,41.2,43.0,0.0,0.0,0.0,0.0,0.0,0.0
8753,,,297.4,308.5,7.290292882446597,55.9,153.0,0.0,0.0,0.0,0.0,0.0,0.0
6265,,,300.9,310.4,7.340835554123275,39.1,17.0,0.0,0.0,0.0,0.0,0.0,0.0
2742,,,299.6,309.0,7.229113877793302,51.9,162.0,0.0,0.0,0.0,0.0,0.0,0.0
3846,,,302.3,311.0,7.3727463664043285,32.7,171.0,0.0,0.0,0.0,0.0,0.0,0.0
3231,,,300.6,309.4,7.350516171833998,36.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,,,298.7,308.5,7.275864600546533,54.2,62.0,0.0,0.0,0.0,0.0,0.0,0.0
3260,,,301.2,310.0,7.3938782901077555,31.6,173.0,0.0,0.0,0.0,0.0,0.0,0.0
8909,,,297.2,308.5,7.325807502595773,44.3,163.0,0.0,0.0,0.0,0.0,0.0,0.0
6275,,,301.2,310.7,7.342131730584722,32.9,40.0,0.0,0.0,0.0,0.0,0.0,0.0
1631,,,297.9,307.9,7.253470382684528,44.5,85.0,0.0,0.0,0.0,0.0,0.0,0.0
4617,,,303.1,310.1,7.512071245835466,24.5,159.0,0.0,0.0,0.0,0.0,0.0,0.0
6258,,,301.1,310.7,7.227662498728654,49.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9824,,,298.5,309.3,7.305860032684009,43.7,189.0,0.0,0.0,0.0,0.0,0.0,0.0
2079,,,299.4,310.1,7.4342573821331355,28.4,201.0,0.0,0.0,0.0,0.0,0.0,0.0
7412,,,300.0,310.1,7.262628600974241,47.8,179.0,0.0,0.0,0.0,0.0,0.0,0.0
9141,,,297.5,308.5,7.2254814727822945,39.9,110.0,0.0,0.0,0.0,0.0,0.0,0.0
7467,,,300.3,311.6,7.496652438168283,23.6,97.0,0.0,0.0,0.0,0.0,0.0,0.0
6297,,,301.0,310.5,7.265429723253953,39.4,98.0,0.0,0.0,0.0,0.0,0.0,0.0
9596,,,299.0,310.1,7.267525427828172,50.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0
6087,,,300.9,310.8,7.301822342137932,37.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
5841,,,301.3,311.1,7.366445148327599,30.9,31.0,0.0,0.0,0.0,0.0,0.0,0.0
7743,,,300.5,311.9,7.188412736496954,57.9,155.0,0.0,0.0,0.0,0.0,0.0,0.0
7214,,,299.8,309.8,7.2640301428995295,45.2,106.0,0.0,0.0,0.0,0.0,0.0,0.0
7680,,,300.7,311.7,7.400009517162692,32.4,213.0,0.0,0.0,0.0,0.0,0.0,0.0
99,,,298.9,308.8,7.333023014386481,32.7,53.0,0.0,0.0,0.0,0.0,0.0,0.0
9910,,,298.7,309.1,7.382746449738912,32.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0
7179,,,300.2,310.2,7.3783837129967145,31.5,23.0,0.0,0.0,0.0,0.0,0.0,0.0
3626,,,302.1,311.4,7.291656209174461,43.4,33.0,0.0,0.0,0.0,0.0,0.0,0.0
